owner,lptoken,lpratio,amount1,amount2,token1,token2
gu3tambqgqge,560342454,0.00024845232578471894,11533405,155212391,0.0011 EOS,0.0155 HUB
kccze4nqtoql,1186934714,0.0005262793995757462,24430416,328775687,0.0024 EOS,0.0328 HUB
langchao1.tp,293503959,0.00013013781254663385,6041127,81299303,0.0006 EOS,0.0081 HUB
liyuxuan1135,311624131,0.00013817218303718235,6414090,86318511,0.0006 EOS,0.0086 HUB
oolongtea111,1455580035,0.0006453950481174011,29959883,403189258,0.0029 EOS,0.0403 HUB
wuxiuwangacc,1155540932,0.0005123595937545039,23784244,320079748,0.0023 EOS,0.0320 HUB
asckmppat2tn,20550146764,0.009111806043404157,422979148,5692300136,0.0422 EOS,0.5692 HUB
initialch123,83648257,3.708911193705108e-05,1721713,23170198,0.0001 EOS,0.0023 HUB
timesonmysid,6663182064,0.0029544130899063093,137146810,1845672082,0.0137 EOS,0.1845 HUB
u.sb,16569498554,0.007346811621073134,341046342,4589678115,0.0341 EOS,0.4589 HUB
diandian5.tp,129384892,5.736844872154677e-05,2663100,35839045,0.0002 EOS,0.0035 HUB
malingyun321,12425386666,0.005509338430284518,255748999,3441777376,0.0255 EOS,0.3441 HUB
ojvqzjwmmxsu,30182502,1.3382731874715193e-05,621239,8360420,0.0000 EOS,0.0008 HUB
wodeeoszengg,2734194225,0.0012123245517077976,56277318,757359756,0.0056 EOS,0.0757 HUB
eosxhmxhm321,1207240237,0.0005352827409781543,24848360,334400228,0.0024 EOS,0.0334 HUB
zivyuan4gozi,202413540,8.974889270716982e-05,4166233,56067659,0.0004 EOS,0.0056 HUB
chenghao5555,3525822664,0.0015633276310262826,72571231,976637347,0.0072 EOS,0.0976 HUB
jinyiyun1122,628361594,0.00027861158537720456,12933428,174053393,0.0012 EOS,0.0174 HUB
mykey111moon,24655334025,0.010932020298983746,507475314,6829418925,0.0507 EOS,0.6829 HUB
aaaaajackeos,4424735903,0.0019619001170371763,91073365,1225632355,0.0091 EOS,0.1225 HUB
chenzhengccc,14382234020,0.006376992260252885,296026357,3983815473,0.0296 EOS,0.3983 HUB
geytknzxguge,3579339205,0.0015870565292821397,73672751,991461193,0.0073 EOS,0.0991 HUB
shefeng12345,302231664,0.00013400762214348607,6220767,83716839,0.0006 EOS,0.0083 HUB
yyooww155115,34989602228,0.015514169932640485,720183282,9691965697,0.0720 EOS,0.9691 HUB
