owner,lptoken,lpratio,amount1,amount2,token1,token2
death.x,9218609386,0.0010240986201451982,124626657,119915803,0.0124 EOS,0.0119 DEOS
ozrvinzilofl,28775569277,0.003196688302600379,389017786,374313020,0.0389 EOS,0.0374 DEOS
penpacn12345,570044951,6.332649788008244e-05,7706454,7415152,0.0007 EOS,0.0007 DEOS
aaaaa1112221,187490282,2.0828362613826676e-05,2534686,2438876,0.0002 EOS,0.0002 DEOS
silverknight,1300963027,0.00014452444886470215,17587758,16922945,0.0017 EOS,0.0016 DEOS
bcjingling12,2064648390,0.00022936252950418753,27912043,26856976,0.0027 EOS,0.0026 DEOS
dongyifangcn,60064007409,0.006672532106779935,812007122,781313474,0.0812 EOS,0.0781 DEOS
eadluitherna,10671589495,0.0011855107011240374,144269539,138816190,0.0144 EOS,0.0138 DEOS
guytknjtgqge,1737156491,0.00019298133708877101,23484670,22596956,0.0023 EOS,0.0022 DEOS
unfabibenwei,2400602666,0.0002666838104129954,32453819,31227074,0.0032 EOS,0.0031 DEOS
gyzdqojugmge,1079962828,0.00011997345756319108,14600049,14048172,0.0014 EOS,0.0014 DEOS
lijinglu3333,2745553580,0.00030500453106113517,37117221,35714200,0.0037 EOS,0.0035 DEOS
q1q1q1q1q1q1,468718495,5.207010557308301e-05,6336619,6097096,0.0006 EOS,0.0006 DEOS
cheneoszheng,32101978385,0.0035662202824144566,433987611,417582997,0.0433 EOS,0.0417 DEOS
larkspur5555,18228751936,0.0020250385847758396,246435045,237119868,0.0246 EOS,0.0237 DEOS
djsja24djdjs,360118904635,0.04000573816317503,4868458300,4684431904,0.4868 EOS,0.4684 DEOS
wangsanshui2,321507599,3.571639438396481e-05,4346470,4182175,0.0004 EOS,0.0004 DEOS
1rwk5c5eosda,8876564102,0.0009861006869749801,120002537,115466473,0.0120 EOS,0.0115 DEOS
ayilionervin,5023263959,0.0005580361932733057,67909656,65342690,0.0067 EOS,0.0065 DEOS
brianyouaret,3600170742,0.0003999442578366032,48670816,46831072,0.0048 EOS,0.0046 DEOS
cccccccyyyyy,1585402574,0.0001761229400687881,21433105,20622939,0.0021 EOS,0.0020 DEOS
eoswanglawhu,13119243900,0.001457421506083359,177359452,170655313,0.0177 EOS,0.0170 DEOS
kekekekeke44,1408347424,0.00015645382000823224,19039491,18319803,0.0019 EOS,0.0018 DEOS
shimrise5555,26852906696,0.0029830990274980888,363025253,349302997,0.0363 EOS,0.0349 DEOS
talicezhu521,9007241026,0.0010006176332897309,121769162,117166321,0.0121 EOS,0.0117 DEOS
zengxiangang,5925485867,0.0006582643483408978,80106821,77078805,0.0080 EOS,0.0077 DEOS
4u11nxnaxiwz,6848855426,0.0007608418035362621,92589882,89090010,0.0092 EOS,0.0089 DEOS
